Name,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Grass,Fire,Water,Bug,Normal,Poison,Electric,Ground,Fairy,Fighting,Psychic,Rock,Ghost,Ice,Dragon,Dark,Steel,Flying,Generation_1,Generation_2,Generation_3,Generation_4,Generation_5,Generation_6
Sunkern,-1.5384303472338363,-1.5106556927633488,-1.4068313849108136,-1.309406589739023,-1.5066599771986935,-1.3179911057847729,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Sunflora,0.22498202900133732,-0.12335422240594572,-0.604623832358602,0.9840425982672063,0.4709379882193158,-1.3179911057847729,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Yanma,-0.16688738793981236,-0.43164343804092414,-0.9255068533794867,0.06666292306471461,-0.9673150775392364,0.9201232401367275,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,1,0,0,0,0
Wooper,-0.558756804880962,-1.0482218693108811,-0.9255068533794867,-1.4623032022727716,-1.6864416104185125,-1.8344790317666577,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Quagsire,1.0087208628836368,0.18493499322903273,0.358025230704052,-0.23913030200278262,-0.2481885446599603,-1.1458284637908114,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Espeon,-0.16688738793981236,-0.43164343804092414,-0.44418232184815964,1.7485256609359494,0.8305012546589539,1.4366111661186123,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,1,0,0,0,0
Umbreon,1.0087208628836368,-0.43164343804092414,1.1602327832562638,-0.39202691453653127,2.088972687197687,-0.11285261182704193,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0
Murkrow,-0.3628220964103872,0.18493499322903273,-1.021771759685752,0.37245614813221184,-1.0751840574711278,0.7823931265415582,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0,1,0,0,0,0
Slowking,1.0087208628836368,-0.12335422240594572,0.1975837201936097,0.8311459857334578,1.3698461543184108,-1.3179911057847729,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,1,0,0,0,0
Misdreavus,-0.3628220964103872,-0.5857880458584134,-0.44418232184815964,0.37245614813221184,0.4709379882193158,0.5757979561488044,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1,0,0,0,0
Unown,-0.8330653967397669,-0.21584098709643926,-0.8292419470732213,-0.025075044455534566,-0.8594460976073449,-0.6982055946065113,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,1,0,0,0,0
Wobbuffet,4.731480323824559,-1.418168928072855,-0.5083589260523366,-1.2176686222187738,-0.49988283116770693,-1.214693520588396,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,1,0,0,0,0
Girafarig,0.029047320530762477,0.030790385411543508,-0.2837408113377173,0.5253527606659605,-0.2481885446599603,0.5757979561488044,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,1,0,0,0,0
Pineco,-0.754691513351537,-0.43164343804092414,0.5184667412144943,-1.1565099772052745,-1.3268783439788745,-1.8344790317666577,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Forretress,0.22498202900133732,0.33907960104652196,2.1228818463189176,-0.39202691453653127,-0.4279701778797793,-0.9736658217968498,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0
Dunsparce,1.2046555713542115,-0.2774988302234349,-0.12329930082727497,-0.23913030200278262,-0.2481885446599603,-0.8015031798028882,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Gligar,-0.16688738793981236,-0.12335422240594572,0.9997912727458214,-1.1565099772052745,-0.2481885446599603,0.5757979561488044,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,1,0,0,0,0
Steelix,0.22498202900133732,0.18493499322903273,4.048179972444226,-0.5449235270702799,-0.2481885446599603,-1.3179911057847729,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0
SteelixMega Steelix,0.22498202900133732,1.4180918557689466,5.010829035506879,-0.5449235270702799,0.8305012546589539,-1.3179911057847729,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0
Snubbull,-0.3628220964103872,0.030790385411543508,-0.7650653428690443,-1.0036133646715257,-1.1470967107590553,-1.3179911057847729,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Granbull,0.8127861544130619,1.2639472479514573,0.037142209683167365,-0.39202691453653127,-0.4279701778797793,-0.8015031798028882,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Qwilfish,-0.16688738793981236,0.4932242088640112,0.037142209683167365,-0.5449235270702799,-0.6077518110995983,0.5757979561488044,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Scizor,0.029047320530762477,1.5722364635864357,0.839349762235379,-0.5449235270702799,0.29115635499949677,-0.11285261182704193,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0
ScizorMega Scizor,0.029047320530762477,2.188814894856393,2.1228818463189176,-0.23913030200278262,1.0102828878787729,0.23147267216088122,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0
Shuckle,-1.930299764174986,-2.1272341240333055,5.010829035506879,-1.9209930398740176,5.684605351594067,-2.1788043157545807,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,1,0,0,0,0
Heracross,0.42091673747191216,1.4180918557689466,0.037142209683167365,-1.0036133646715257,0.8305012546589539,0.5757979561488044,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0
HeracrossMega Heracross,0.42091673747191216,3.2678271495788174,1.320674293766706,-1.0036133646715257,1.1900645210985918,0.23147267216088122,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Sneasel,-0.558756804880962,0.4932242088640112,-0.604623832358602,-1.1565099772052745,0.11137472177967776,1.6087738081125738,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,1,0,0,0,0
Teddiursa,-0.3628220964103872,0.030790385411543508,-0.7650653428690443,-0.6978201396040286,-0.7875334443194173,-0.9736658217968498,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Ursaring,0.8127861544130619,1.5722364635864357,0.037142209683167365,0.06666292306471461,0.11137472177967776,-0.4571778958149651,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Slugma,-1.1465609302926867,-1.2023664771283702,-1.085948363889929,-0.08623368946903401,-1.1470967107590553,-1.662316389772696,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Magcargo,-0.754691513351537,-0.8940772614933918,1.4811158042771484,0.21955953559846322,0.29115635499949677,-1.3179911057847729,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,1,0,0,0,0
Swinub,-0.754691513351537,-0.8940772614933918,-1.085948363889929,-1.309406589739023,-1.5066599771986935,-0.6293405378089266,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,1,0,0,0,0
Piloswine,1.2046555713542115,0.6473688166815004,0.1975837201936097,-0.39202691453653127,-0.4279701778797793,-0.6293405378089266,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,1,0,0,0,0
Corsola,-0.558756804880962,-0.7399326536759026,0.358025230704052,-0.23913030200278262,0.4709379882193158,-1.1458284637908114,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,1,0,0,0,0
Remoraid,-1.3424956387632614,-0.43164343804092414,-1.2463898744003714,-0.23913030200278262,-1.3268783439788745,-0.11285261182704193,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Octillery,0.22498202900133732,0.8015134244989897,0.037142209683167365,0.9840425982672063,0.11137472177967776,-0.8015031798028882,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Delibird,-0.9506262218221118,-0.7399326536759026,-0.9255068533794867,-0.23913030200278262,-0.9673150775392364,0.23147267216088122,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,1,0,0,0,0
Mantine,-0.16688738793981236,-1.2023664771283702,-0.12329930082727497,0.21955953559846322,2.4485359536373252,0.059310030166919644,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,1,0,0,0,0
Skarmory,-0.16688738793981236,0.030790385411543508,2.1228818463189176,-1.0036133646715257,-0.06840691144014126,0.059310030166919644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,1,0,0,0,0
Houndour,-0.9506262218221118,-0.5857880458584134,-1.4068313849108136,0.21955953559846322,-0.7875334443194173,-0.11285261182704193,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0
Houndoom,0.22498202900133732,0.33907960104652196,-0.7650653428690443,1.136939210800955,0.29115635499949677,0.9201232401367275,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0
HoundoomMega Houndoom,0.22498202900133732,0.33907960104652196,0.5184667412144943,2.054318886003447,0.6507196214391349,1.6087738081125738,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0
Kingdra,0.22498202900133732,0.4932242088640112,0.6789082517249367,0.6782493731997091,0.8305012546589539,0.5757979561488044,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,1,0,0,0,0
Phanpy,0.8127861544130619,-0.5857880458584134,-0.44418232184815964,-1.0036133646715257,-1.1470967107590553,-0.9736658217968498,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Donphan,0.8127861544130619,1.2639472479514573,1.4811158042771484,-0.39202691453653127,-0.4279701778797793,-0.6293405378089266,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Porygon2,0.616851445942487,0.030790385411543508,0.5184667412144943,0.9840425982672063,0.8305012546589539,-0.2850152538210035,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Stantler,0.1466081456131074,0.4932242088640112,-0.3800057176439827,0.37245614813221184,-0.2481885446599603,0.5757979561488044,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Smeargle,-0.558756804880962,-1.8189449083983271,-1.2463898744003714,-1.6151998148065203,-0.9673150775392364,0.23147267216088122,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Tyrogue,-1.3424956387632614,-1.3565110849458595,-1.2463898744003714,-1.1565099772052745,-1.3268783439788745,-1.1458284637908114,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Hitmontop,-0.754691513351537,0.4932242088640112,0.6789082517249367,-1.1565099772052745,1.3698461543184108,0.059310030166919644,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Smoochum,-0.9506262218221118,-1.5106556927633488,-1.8881559164421406,0.37245614813221184,-0.2481885446599603,-0.11285261182704193,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0,1,0,0,0,0
Elekid,-0.9506262218221118,-0.4933012811679198,-1.1822132701961945,-0.23913030200278262,-0.6077518110995983,0.9201232401367275,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Magby,-0.9506262218221118,-0.12335422240594572,-1.1822132701961945,-0.08623368946903401,-0.6077518110995983,0.5069328993512198,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Miltank,1.0087208628836368,0.030790385411543508,0.9997912727458214,-1.0036133646715257,-0.06840691144014126,1.0922858821306891,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Blissey,7.278631533942032,-2.1272341240333055,-2.048597426952583,0.06666292306471461,2.268754320417506,-0.4571778958149651,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Raikou,0.8127861544130619,0.18493499322903273,0.037142209683167365,1.2898358233347036,1.0102828878787729,1.6087738081125738,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Entei,1.792459696765936,1.109802640133968,0.358025230704052,0.5253527606659605,0.11137472177967776,1.0922858821306891,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Suicune,1.2046555713542115,-0.12335422240594572,1.320674293766706,0.5253527606659605,1.5496277875382298,0.5757979561488044,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0
Larvitar,-0.754691513351537,-0.462472359604422,-0.7650653428690443,-0.8507167521377771,-0.7875334443194173,-0.9392332933980575,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,1,0,0,0,0
Pupitar,0.029047320530762477,0.1541060716655349,-0.12329930082727497,-0.23913030200278262,-0.06840691144014126,-0.5949080094101343,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,1,0,0,0,0
Tyranitar,1.2046555713542115,1.6955521498404271,1.1602327832562638,0.6782493731997091,1.0102828878787729,-0.2505827254222112,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,1,0,0,0,0
TyranitarMega Tyranitar,1.2046555713542115,2.6204197967453626,2.4437648673398025,0.6782493731997091,1.729409420758049,0.09374255856571197,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,1,0,0,0,0
Lugia,1.4397772215189013,0.33907960104652196,1.801998825298033,0.5253527606659605,2.9519245266528182,1.4366111661186123,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,1,0,0,0,0
Ho-oh,1.4397772215189013,1.5722364635864357,0.5184667412144943,1.136939210800955,2.9519245266528182,0.7479605981427659,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,1,0,0,0,0
Celebi,1.2046555713542115,0.6473688166815004,0.839349762235379,0.8311459857334578,1.0102828878787729,1.0922858821306891,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,1,0,0,0,0
Treecko,-1.1465609302926867,-1.0482218693108811,-1.2463898744003714,-0.23913030200278262,-0.6077518110995983,0.059310030166919644,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Grovyle,-0.754691513351537,-0.43164343804092414,-0.9255068533794867,0.37245614813221184,-0.2481885446599603,0.9201232401367275,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Sceptile,0.029047320530762477,0.18493499322903273,-0.2837408113377173,0.9840425982672063,0.4709379882193158,1.7809364501065355,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
SceptileMega Sceptile,0.029047320530762477,0.9556580323164788,0.037142209683167365,2.2072154985371952,0.4709379882193158,2.6417496600763433,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,1,0,0,0
Torchic,-0.9506262218221118,-0.5857880458584134,-1.085948363889929,-0.08623368946903401,-0.7875334443194173,-0.8015031798028882,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Combusken,-0.3628220964103872,0.18493499322903273,-0.44418232184815964,0.37245614813221184,-0.4279701778797793,-0.4571778958149651,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Blaziken,0.42091673747191216,1.2639472479514573,-0.12329930082727497,1.136939210800955,-0.06840691144014126,0.4036353141548428,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,0
BlazikenMega Blaziken,0.42091673747191216,2.497104110491371,0.1975837201936097,1.7485256609359494,0.29115635499949677,1.0922858821306891,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Mudkip,-0.754691513351537,-0.2774988302234349,-0.7650653428690443,-0.6978201396040286,-0.7875334443194173,-0.9736658217968498,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Marshtomp,0.029047320530762477,0.18493499322903273,-0.12329930082727497,-0.39202691453653127,-0.06840691144014126,-0.6293405378089266,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Swampert,1.2046555713542115,0.9556580323164788,0.5184667412144943,0.37245614813221184,0.6507196214391349,-0.2850152538210035,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
SwampertMega Swampert,1.2046555713542115,2.188814894856393,1.1602327832562638,0.6782493731997091,1.3698461543184108,0.059310030166919644,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Poochyena,-1.3424956387632614,-0.7399326536759026,-1.2463898744003714,-1.309406589739023,-1.5066599771986935,-1.1458284637908114,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,1,0,0,0
Mightyena,0.029047320530762477,0.33907960104652196,-0.12329930082727497,-0.39202691453653127,-0.4279701778797793,0.059310030166919644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,1,0,0,0
Zigzagoon,-1.2249348136809166,-1.5106556927633488,-1.0538600617878404,-1.309406589739023,-1.1111403841150915,-0.2850152538210035,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Linoone,0.34254285408368224,-0.2774988302234349,-0.4120940197460712,-0.6978201396040286,-0.3920138512358155,1.0922858821306891,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Wurmple,-0.9506262218221118,-1.0482218693108811,-1.2463898744003714,-1.6151998148065203,-1.5066599771986935,-1.662316389772696,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Silcoon,-0.754691513351537,-1.3565110849458595,-0.604623832358602,-1.4623032022727716,-1.6864416104185125,-1.8344790317666577,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Beautifly,-0.3628220964103872,-0.2774988302234349,-0.7650653428690443,0.8311459857334578,-0.7875334443194173,-0.11285261182704193,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0,0
Cascoon,-0.754691513351537,-1.3565110849458595,-0.604623832358602,-1.4623032022727716,-1.6864416104185125,-1.8344790317666577,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Dustox,-0.3628220964103872,-0.8940772614933918,-0.12329930082727497,-0.6978201396040286,0.6507196214391349,-0.11285261182704193,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Lotad,-1.1465609302926867,-1.5106556927633488,-1.4068313849108136,-1.0036133646715257,-0.7875334443194173,-1.3179911057847729,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Lombre,-0.3628220964103872,-0.8940772614933918,-0.7650653428690443,-0.39202691453653127,-0.06840691144014126,-0.6293405378089266,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Ludicolo,0.42091673747191216,-0.2774988302234349,-0.12329930082727497,0.5253527606659605,1.0102828878787729,0.059310030166919644,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Seedot,-1.1465609302926867,-1.2023664771283702,-0.7650653428690443,-1.309406589739023,-1.5066599771986935,-1.3179911057847729,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Nuzleaf,0.029047320530762477,-0.2774988302234349,-1.085948363889929,-0.39202691453653127,-1.1470967107590553,-0.2850152538210035,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,1,0,0,0
Shiftry,0.8127861544130619,0.6473688166815004,-0.44418232184815964,0.5253527606659605,-0.4279701778797793,0.4036353141548428,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,1,0,0,0
Taillow,-1.1465609302926867,-0.7399326536759026,-1.4068313849108136,-1.309406589739023,-1.5066599771986935,0.5757979561488044,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0,0
Swellow,-0.3628220964103872,0.18493499322903273,-0.44418232184815964,-0.6978201396040286,-0.7875334443194173,1.953099092100497,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0,0
Wingull,-1.1465609302926867,-1.5106556927633488,-1.4068313849108136,-0.5449235270702799,-1.5066599771986935,0.5757979561488044,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0,0
Pelipper,-0.3628220964103872,-0.8940772614933918,0.839349762235379,0.37245614813221184,-0.06840691144014126,-0.11285261182704193,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0,0
Ralts,-1.6168042306220662,-1.6648003005808378,-1.567272895421256,-0.8507167521377771,-1.3268783439788745,-0.9736658217968498,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0,0,1,0,0,0
Kirlia,-1.2249348136809166,-1.3565110849458595,-1.2463898744003714,-0.23913030200278262,-0.6077518110995983,-0.6293405378089266,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0,0,1,0,0,0
Gardevoir,-0.04932656285746746,-0.43164343804092414,-0.2837408113377173,1.5956290484022009,1.5496277875382298,0.4036353141548428,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0,0,1,0,0,0
GardevoirMega Gardevoir,-0.04932656285746746,0.18493499322903273,-0.2837408113377173,2.81880194867219,2.268754320417506,1.0922858821306891,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0,0,1,0,0,0
Surskit,-1.1465609302926867,-1.5106556927633488,-1.3426547807066367,-0.6978201396040286,-0.7156207910314898,-0.11285261182704193,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Masquerain,0.029047320530762477,-0.5857880458584134,-0.3800057176439827,0.21955953559846322,0.3630690082874244,-0.2850152538210035,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0,0
Shroomish,-0.3628220964103872,-1.2023664771283702,-0.44418232184815964,-1.0036133646715257,-0.4279701778797793,-1.1458284637908114,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Breloom,-0.3628220964103872,1.5722364635864357,0.1975837201936097,-0.39202691453653127,-0.4279701778797793,0.059310030166919644,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Slakoth,-0.3628220964103872,-0.5857880458584134,-0.44418232184815964,-1.1565099772052745,-1.3268783439788745,-1.3179911057847729,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Vigoroth,0.42091673747191216,0.030790385411543508,0.1975837201936097,-0.5449235270702799,-0.6077518110995983,0.7479605981427659,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Slaking,3.16400265605996,2.497104110491371,0.839349762235379,0.6782493731997091,-0.2481885446599603,1.0922858821306891,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Nincada,-1.4992434055397212,-1.0482218693108811,0.5184667412144943,-1.309406589739023,-1.5066599771986935,-0.9736658217968498,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Ninjask,-0.32363515471627224,0.33907960104652196,-0.9255068533794867,-0.6978201396040286,-0.7875334443194173,3.158237586058228,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0,0
Shedinja,-2.6748516563631703,0.33907960104652196,-0.9255068533794867,-1.309406589739023,-1.5066599771986935,-0.9736658217968498,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,0,0
Whismur,-0.20607432963392736,-0.863248339929894,-1.631449499625433,-0.6672408170972788,-1.75835426370644,-1.3868561625823577,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Loudred,0.577664504248372,-0.2466699086599371,-0.9896834575836636,-0.05565436696228429,-1.039227730827164,-0.6982055946065113,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Exploud,1.3614033381306714,0.3699085226100198,-0.34791741554189426,0.5559320831727103,0.03946206849175015,-0.009555026630664985,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Makuhita,0.10742120391899242,-0.5857880458584134,-1.4068313849108136,-1.6151998148065203,-1.5066599771986935,-1.4901537477787345,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Hariyama,2.92888100589527,1.2639472479514573,-0.44418232184815964,-1.0036133646715257,-0.4279701778797793,-0.6293405378089266,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Azurill,-0.754691513351537,-1.8189449083983271,-1.085948363889929,-1.6151998148065203,-1.1470967107590553,-1.662316389772696,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Nosepass,-1.5384303472338363,-1.0482218693108811,1.9624403358084754,-0.8507167521377771,0.6507196214391349,-1.3179911057847729,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,1,0,0,0
Skitty,-0.754691513351537,-1.0482218693108811,-0.9255068533794867,-1.1565099772052745,-1.3268783439788745,-0.6293405378089266,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Delcatty,0.029047320530762477,-0.43164343804092414,-0.2837408113377173,-0.5449235270702799,-0.6077518110995983,0.059310030166919644,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0
Sableye,-0.754691513351537,-0.12335422240594572,0.037142209683167365,-0.23913030200278262,-0.2481885446599603,-0.6293405378089266,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,0,1,0,0,0
SableyeMega Sableye,-0.754691513351537,0.18493499322903273,1.6415573147875908,0.37245614813221184,1.5496277875382298,-1.662316389772696,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,0,1,0,0,0
